Wildlife,City,Month,Oxygen level,Temperature,Humidity,Wind speed,Drought,Topography,Intensity,Possibility of fire
365,"Bamako, Mali",January,High,High,Low,High,Low,Low,High,High
412,"Timbuktu, Mali",February,Low,Low,High,Low,High,Low,Low,Low
325,"Gao, Mali",March,High,High,Low,High,Low,Low,High,High
215,"Mopti, Mali",April,Low,Low,High,Low,High,Low,Low,Low
485,"Ségou, Mali",May,High,High,Low,High,Low,High,High,High
215,"Sikasso, Mali",June,Low,Low,High,Low,High,High,Low,Low
365,"Koulikoro, Mali",July,High,High,Low,High,Low,Low,High,High
412,"Kayes, Mali",August,Low,Low,High,Low,High,High,Low,Low
325,"Bouaké, Ivory Coast",September,High,High,Low,High,Low,Low,High,High
215,"Yamoussoukro, Ivory Coast",October,Low,Low,High,Low,High,Low,Low,Low
485,"Daloa, Ivory Coast",November,High,High,Low,High,Low,Low,High,High
215,"San Pedro, Ivory Coast",December,Low,Low,High,Low,High,High,Low,Low
365,"Nouakchott, Mauritania",January,Low,Low,High,Low,High,Low,Low,Low
412,"Nouadhibou, Mauritania",February,High,High,Low,High,Low,High,High,High
325,"Rosso, Mauritania",March,Low,Low,High,Low,High,Low,Low,Low
215,"Kaédi, Mauritania",April,High,High,Low,High,Low,High,High,High
485,"Zouérat, Mauritania",May,Low,Low,High,Low,High,Low,Low,Low
215,"Atar, Mauritania",June,High,High,Low,High,Low,Low,High,High
365,"Tidjikja, Mauritania",July,Low,Low,High,Low,High,High,Low,Low
412,"Tichit, Mauritania",August,High,High,Low,High,Low,Low,High,High
325,"Kiffa, Mauritania",September,Low,Low,High,Low,High,Low,Low,Low
215,"Néma, Mauritania",October,High,High,Low,High,Low,High,High,High
485,"Aleg, Mauritania",November,Low,Low,High,Low,High,Low,Low,Low
215,"Ayoun el Atrous, Mauritania",December,High,High,Low,High,Low,Low,High,High
365,"Lobito, Angola",January,Low,Low,High,Low,High,Low,Low,Low
412,"Luanda, Angola",February,High,High,Low,High,Low,High,High,High
325,"Cabinda, Angola",March,Low,Low,High,Low,High,Low,Low,Low
215,"Huambo, Angola",April,High,High,Low,High,Low,High,High,High
485,"Lubango, Angola",May,Low,Low,High,Low,High,Low,Low,Low
215,"Benguela, Angola",June,High,High,Low,High,Low,Low,High,High
365,"Kuito, Angola",July,Low,Low,High,Low,High,High,Low,Low
412,"Malanje, Angola",August,High,High,Low,High,Low,Low,High,High
325,"Namibe, Angola",September,Low,Low,High,Low,High,Low,Low,Low
215,"Soyo, Angola",October,High,High,Low,High,Low,Low,High,High
485,"Uíge, Angola",November,Low,Low,High,Low,High,High,Low,Low
215,"N'Dalatando, Angola",December,High,High,Low,High,Low,Low,High,High
365,"Gaborone, Botswana",January,High,High,Low,High,Low,Low,High,High
412,"Francistown, Botswana",February,Low,Low,High,Low,High,Low,Low,Low
325,"Molepolole, Botswana",March,High,High,Low,High,Low,Low,High,High
215,"Selebi-Phikwe, Botswana",April,Low,Low,High,Low,High,Low,Low,Low
485,"Serowe, Botswana",May,High,High,Low,High,Low,High,High,High
215,"Maun, Botswana",June,Low,Low,High,Low,High,High,Low,Low
365,"Lobatse, Botswana",July,High,High,Low,High,Low,Low,High,High
412,"Thamaga, Botswana",August,Low,Low,High,Low,High,High,Low,Low
325,"Kasane, Botswana",September,High,High,Low,High,Low,Low,High,High
215,"Mogoditshane, Botswana",October,Low,Low,High,Low,High,Low,Low,Low
485,"Kanye, Botswana",November,High,High,Low,High,Low,Low,High,High
215,"Mahalapye, Botswana",December,Low,Low,High,Low,High,Low,Low,Low
365,"Maputo, Mozambique",January,Low,Low,High,Low,High,High,Low,Low
412,"Matola, Mozambique",February,High,High,Low,High,Low,Low,High,High
325,"Beira, Mozambique",March,Low,Low,High,Low,High,Low,Low,Low
215,"Nampula, Mozambique",April,High,High,Low,High,Low,High,High,High
485,"Chimoio, Mozambique",May,Low,Low,High,Low,High,Low,Low,Low
215,"Quelimane, Mozambique",June,High,High,Low,High,Low,Low,High,High
365,"Tete, Mozambique",July,Low,Low,High,Low,High,High,Low,Low
412,"Xai-Xai, Mozambique",August,High,High,Low,High,Low,Low,High,High
325,"Maxixe, Mozambique",September,Low,Low,High,Low,High,Low,Low,Low
215,"Lichinga, Mozambique",October,High,High,Low,High,Low,High,High,High
485,"Pemba, Mozambique",November,Low,Low,High,Low,High,Low,Low,Low
215,"Dondo, Mozambique",December,High,High,Low,High,Low,Low,High,High
365,"Kampala, Uganda",January,High,High,Low,High,Low,High,High,High
412,"Gulu, Uganda",February,Low,Low,High,Low,High,Low,Low,Low
325,"Lira, Uganda",March,High,High,Low,High,Low,High,High,High
215,"Mbarara, Uganda",April,Low,Low,High,Low,High,Low,Low,Low
485,"Jinja, Uganda",May,High,High,Low,High,Low,High,High,High
215,"Bwizibwera, Uganda",June,Low,Low,High,Low,High,High,Low,Low
365,"Mbale, Uganda",July,High,High,Low,High,Low,Low,High,High
412,"Mukono, Uganda",August,Low,Low,High,Low,High,Low,Low,Low
325,"Kasese, Uganda",September,High,High,Low,High,Low,High,High,High
215,"Masaka, Uganda",October,Low,Low,High,Low,High,Low,Low,Low
485,"Entebbe, Uganda",November,High,High,Low,High,Low,Low,High,High
215,"Njeru, Uganda",December,Low,Low,High,Low,High,High,Low,Low
365,"Lusaka, Zambia",January,High,High,Low,High,Low,Low,High,High
412,"Kitwe, Zambia",February,Low,Low,High,Low,High,Low,Low,Low
325,"Ndola, Zambia",March,High,High,Low,High,Low,High,High,High
215,"Kabwe, Zambia",April,Low,Low,High,Low,High,Low,Low,Low
485,"Chingola, Zambia",May,High,High,Low,High,Low,Low,High,High
215,"Mufulira, Zambia",June,Low,Low,High,Low,High,High,Low,Low
365,"Luanshya, Zambia",July,High,High,Low,High,Low,Low,High,High
412,"Livingstone, Zambia",August,Low,Low,High,Low,High,High,Low,Low
325,"Kasama, Zambia",September,High,High,Low,High,Low,Low,High,High
215,"Chipata, Zambia",October,Low,Low,High,Low,High,Low,Low,Low
485,"Kalulushi, Zambia",November,High,High,Low,High,Low,Low,High,High
215,"Mazabuka, Zambia",December,Low,Low,High,Low,High,Low,Low,Low
365,"Harare, Zimbabwe",January,High,High,Low,High,Low,High,High,High
412,"Bulawayo, Zimbabwe",February,Low,Low,High,Low,High,Low,Low,Low
325,"Chitungwiza, Zimbabwe",March,High,High,Low,High,Low,Low,High,High
215,"Mutare, Zimbabwe",April,Low,Low,High,Low,High,High,Low,Low
485,"Gweru, Zimbabwe",May,High,High,Low,High,Low,Low,High,High
215,"Epworth, Zimbabwe",June,Low,Low,High,Low,High,Low,Low,Low
365,"Kwekwe, Zimbabwe",July,High,High,Low,High,Low,High,High,High
412,"Kadoma, Zimbabwe",August,Low,Low,High,Low,High,Low,Low,Low
325,"Masvingo, Zimbabwe",September,High,High,Low,High,Low,Low,High,High
215,"Chinhoyi, Zimbabwe",October,Low,Low,High,Low,High,High,Low,Low
485,"Marondera, Zimbabwe",November,High,High,Low,High,Low,Low,High,High
215,"Norton, Zimbabwe",December,Low,Low,High,Low,High,Low,Low,Low
365,"Maputo, Mozambique",January,Low,Low,High,Low,High,High,Low,Low
412,"Matola, Mozambique",February,High,High,Low,High,Low,Low,High,High
325,"Beira, Mozambique",March,Low,Low,High,Low,High,Low,Low,Low
215,"Nampula, Mozambique",April,High,High,Low,High,Low,High,High,High
485,"Chimoio, Mozambique",May,Low,Low,High,Low,High,Low,Low,Low
215,"Quelimane, Mozambique",June,High,High,Low,High,Low,Low,High,High
365,"Tete, Mozambique",July,Low,Low,High,Low,High,High,Low,Low
412,"Xai-Xai, Mozambique",August,High,High,Low,High,Low,Low,High,High
325,"Maxixe, Mozambique",September,Low,Low,High,Low,High,Low,Low,Low
215,"Lichinga, Mozambique",October,High,High,Low,High,Low,High,High,High
485,"Pemba, Mozambique",November,Low,Low,High,Low,High,Low,Low,Low
215,"Dondo, Mozambique",December,High,High,Low,High,Low,Low,High,High
365,"Kampala, Uganda",January,High,High,Low,High,Low,High,High,High
412,"Gulu, Uganda",February,Low,Low,High,Low,High,Low,Low,Low
325,"Lira, Uganda",March,High,High,Low,High,Low,High,High,High
215,"Mbarara, Uganda",April,Low,Low,High,Low,High,Low,Low,Low
485,"Jinja, Uganda",May,High,High,Low,High,Low,High,High,High
215,"Bwizibwera, Uganda",June,Low,Low,High,Low,High,High,Low,Low
365,"Mbale, Uganda",July,High,High,Low,High,Low,Low,High,High
412,"Mukono, Uganda",August,Low,Low,High,Low,High,Low,Low,Low
325,"Kasese, Uganda",September,High,High,Low,High,Low,High,High,High
215,"Masaka, Uganda",October,Low,Low,High,Low,High,Low,Low,Low
485,"Entebbe, Uganda",November,High,High,Low,High,Low,Low,High,High
215,"Njeru, Uganda",December,Low,Low,High,Low,High,High,Low,Low
365,"Kigali, Rwanda",January,High,High,Low,High,Low,Low,High,High
412,"Butare, Rwanda",February,Low,Low,High,Low,High,Low,Low,Low
325,"Gisenyi, Rwanda",March,High,High,Low,High,Low,High,High,High
215,"Byumba, Rwanda",April,Low,Low,High,Low,High,Low,Low,Low
485,"Cyangugu, Rwanda",May,High,High,Low,High,Low,Low,High,High
215,"Ruhengeri, Rwanda",June,Low,Low,High,Low,High,High,Low,Low
365,"Kibuye, Rwanda",July,High,High,Low,High,Low,Low,High,High
412,"Gitarama, Rwanda",August,Low,Low,High,Low,High,High,Low,Low
325,"Kibungo, Rwanda",September,High,High,Low,High,Low,Low,High,High
215,"Musanze, Rwanda",October,Low,Low,High,Low,High,Low,Low,Low
485,"Nyanza, Rwanda",November,High,High,Low,High,Low,Low,High,High
215,"Huye, Rwanda",December,Low,Low,High,Low,High,Low,Low,Low
365,"Maseru, Lesotho",January,High,High,Low,High,Low,High,High,High
412,"Teyateyaneng, Lesotho",February,Low,Low,High,Low,High,Low,Low,Low
325,"Mafeteng, Lesotho",March,High,High,Low,High,Low,Low,High,High
215,"Hlotse, Lesotho",April,Low,Low,High,Low,High,High,Low,Low
485,"Mohale's Hoek, Lesotho",May,High,High,Low,High,Low,Low,High,High
215,"Qacha's Nek, Lesotho",June,Low,Low,High,Low,High,Low,Low,Low
365,"Quthing, Lesotho",July,High,High,Low,High,Low,Low,High,High
412,"Butha-Buthe, Lesotho",August,Low,Low,High,Low,High,High,Low,Low
325,"Leribe, Lesotho",September,High,High,Low,High,Low,Low,High,High
215,"Mokhotlong, Lesotho",October,Low,Low,High,Low,High,Low,Low,Low
485,"Thaba-Tseka, Lesotho",November,High,High,Low,High,Low,Low,High,High
215,"Maputsoe, Lesotho",December,Low,Low,High,Low,High,Low,Low,Low
365,"Mbabane, Eswatini",January,High,High,Low,High,Low,High,High,High
412,"Manzini, Eswatini",February,Low,Low,High,Low,High,Low,Low,Low
325,"Big Bend, Eswatini",March,High,High,Low,High,Low,Low,High,High
215,"Malkerns, Eswatini",April,Low,Low,High,Low,High,High,Low,Low
485,"Mhlume, Eswatini",May,High,High,Low,High,Low,Low,High,High
215,"Nhlangano, Eswatini",June,Low,Low,High,Low,High,Low,Low,Low
365,"Siteki, Eswatini",July,High,High,Low,High,Low,Low,High,High
412,"Piggs Peak, Eswatini",August,Low,Low,High,Low,High,High,Low,Low
325,"Lobamba, Eswatini",September,High,High,Low,High,Low,Low,High,High
215,"Hluti, Eswatini",October,Low,Low,High,Low,High,Low,Low,Low
485,"Lavumisa, Eswatini",November,High,High,Low,High,Low,Low,High,High
215,"Bulembu, Eswatini",December,Low,Low,High,Low,High,Low,Low,Low
365,"Dodoma, Tanzania",January,High,High,Low,High,Low,High,High,High
412,"Dar es Salaam, Tanzania",February,Low,Low,High,Low,High,Low,Low,Low
325,"Mwanza, Tanzania",March,High,High,Low,High,Low,Low,High,High
215,"Arusha, Tanzania",April,Low,Low,High,Low,High,High,Low,Low
485,"Mbeya, Tanzania",May,High,High,Low,High,Low,Low,High,High
215,"Morogoro, Tanzania",June,Low,Low,High,Low,High,Low,Low,Low
365,"Tanga, Tanzania",July,High,High,Low,High,Low,Low,High,High
412,"Dodoma, Tanzania",August,Low,Low,High,Low,High,High,Low,Low
325,"Kigoma, Tanzania",September,High,High,Low,High,Low,Low,High,High
215,"Moshi, Tanzania",October,Low,Low,High,Low,High,Low,Low,Low
485,"Tabora, Tanzania",November,High,High,Low,High,Low,Low,High,High
215,"Zanzibar City, Tanzania",December,Low,Low,High,Low,High,Low,Low,Low
365,"Ulaanbaatar, Mongolia",January,High,High,Low,High,Low,Low,High,High
412,"Darkhan, Mongolia",February,Low,Low,High,Low,High,Low,Low,Low
325,"Erdenet, Mongolia",March,High,High,Low,High,Low,Low,High,High
215,"Zuunmod, Mongolia",April,Low,Low,High,Low,High,High,Low,Low
485,"Choyr, Mongolia",May,High,High,Low,High,Low,Low,High,High
215,"Altai, Mongolia",June,Low,Low,High,Low,High,Low,Low,Low
365,"Khovd, Mongolia",July,High,High,Low,High,Low,Low,High,High
412,"Arvaikheer, Mongolia",August,Low,Low,High,Low,High,High,Low,Low
325,"Olgii, Mongolia",September,High,High,Low,High,Low,Low,High,High
215,"Bayankhongor, Mongolia",October,Low,Low,High,Low,High,Low,Low,Low
485,"Mandalgovi, Mongolia",November,High,High,Low,High,Low,Low,High,High
215,"Uliastai, Mongolia",December,Low,Low,High,Low,High,Low,Low,Low
365,"Hanoi, Vietnam",January,High,High,Low,High,Low,High,High,High
412,"Ho Chi Minh City, Vietnam",February,Low,Low,High,Low,High,Low,Low,Low
325,"Da Nang, Vietnam",March,High,High,Low,High,Low,Low,High,High
215,"Hai Phong, Vietnam",April,Low,Low,High,Low,High,High,Low,Low
485,"Can Tho, Vietnam",May,High,High,Low,High,Low,Low,High,High
215,"Nha Trang, Vietnam",June,Low,Low,High,Low,High,Low,Low,Low
365,"Bien Hoa, Vietnam",July,High,High,Low,High,Low,Low,High,High
412,"Hue, Vietnam",August,Low,Low,High,Low,High,High,Low,Low
325,"Vung Tau, Vietnam",September,High,High,Low,High,Low,Low,High,High
215,"Buon Ma Thuot, Vietnam",October,Low,Low,High,Low,High,Low,Low,Low
485,"Quy Nhon, Vietnam",November,High,High,Low,High,Low,Low,High,High
215,"Rach Gia, Vietnam",December,Low,Low,High,Low,High,Low,Low,Low
365,"Phnom Penh, Cambodia",January,High,High,Low,High,Low,High,High,High
412,"Siem Reap, Cambodia",February,Low,Low,High,Low,High,Low,Low,Low
325,"Battambang, Cambodia",March,High,High,Low,High,Low,Low,High,High
215,"Sihanoukville, Cambodia",April,Low,Low,High,Low,High,High,Low,Low
485,"Kampong Cham, Cambodia",May,High,High,Low,High,Low,Low,High,High
215,"Prey Veng, Cambodia",June,Low,Low,High,Low,High,Low,Low,Low
365,"Ta Khmau, Cambodia",July,High,High,Low,High,Low,Low,High,High
412,"Pursat, Cambodia",August,Low,Low,High,Low,High,High,Low,Low
325,"Kampong Speu, Cambodia",September,High,High,Low,High,Low,Low,High,High
215,"Kratie, Cambodia",October,Low,Low,High,Low,High,Low,Low,Low
485,"Kep, Cambodia",November,High,High,Low,High,Low,Low,High,High
215,"Koh Kong, Cambodia",December,Low,Low,High,Low,High,Low,Low,Low
325,"Bishkek, Kyrgyzstan",January,High,High,Low,High,Low,Low,High,High
215,"Osh, Kyrgyzstan",February,Low,Low,High,Low,High,Low,Low,Low
485,"Jalal-Abad, Kyrgyzstan",March,High,High,Low,High,Low,Low,High,High
215,"Karakol, Kyrgyzstan",April,Low,Low,High,Low,High,High,Low,Low
365,"Tokmok, Kyrgyzstan",May,High,High,Low,High,Low,Low,High,High
412,"Naryn, Kyrgyzstan",June,Low,Low,High,Low,High,Low,Low,Low
325,"Talas, Kyrgyzstan",July,High,High,Low,High,Low,Low,High,High
215,"Kyzyl-Kiya, Kyrgyzstan",August,Low,Low,High,Low,High,High,Low,Low
485,"Balykchy, Kyrgyzstan",September,High,High,Low,High,Low,Low,High,High
215,"Kara-Balta, Kyrgyzstan",October,Low,Low,High,Low,High,Low,Low,Low
365,"Isfana, Kyrgyzstan",November,High,High,Low,High,Low,Low,High,High
412,"Tash-Kumyr, Kyrgyzstan",December,Low,Low,High,Low,High,Low,Low,Low
325,"Dushanbe, Tajikistan",January,High,High,Low,High,Low,High,High,High
215,"Khujand, Tajikistan",February,Low,Low,High,Low,High,Low,Low,Low
485,"Qurghonteppa, Tajikistan",March,High,High,Low,High,Low,Low,High,High
215,"Kulob, Tajikistan",April,Low,Low,High,Low,High,High,Low,Low
365,"Istaravshan, Tajikistan",May,High,High,Low,High,Low,Low,High,High
412,"Vahdat, Tajikistan",June,Low,Low,High,Low,High,Low,Low,Low
325,"Isfara, Tajikistan",July,High,High,Low,High,Low,Low,High,High
215,"Panjakent, Tajikistan",August,Low,Low,High,Low,High,High,Low,Low
485,"Khorugh, Tajikistan",September,High,High,Low,High,Low,Low,High,High
215,"Konibodom, Tajikistan",October,Low,Low,High,Low,High,Low,Low,Low
365,"Tursunzoda, Tajikistan",November,High,High,Low,High,Low,Low,High,High
412,"Danghara, Tajikistan",December,Low,Low,High,Low,High,Low,Low,Low
325,"Ashgabat, Turkmenistan",January,High,High,Low,High,Low,High,High,High
215,"Turkmenabat, Turkmenistan",February,Low,Low,High,Low,High,Low,Low,Low
485,"Dashoguz, Turkmenistan",March,High,High,Low,High,Low,Low,High,High
215,"Mary, Turkmenistan",April,Low,Low,High,Low,High,High,Low,Low
365,"Balkanabat, Turkmenistan",May,High,High,Low,High,Low,Low,High,High
412,"Bayramaly, Turkmenistan",June,Low,Low,High,Low,High,Low,Low,Low
325,"Turkmenbashi, Turkmenistan",July,High,High,Low,High,Low,Low,High,High
215,"Tejen, Turkmenistan",August,Low,Low,High,Low,High,High,Low,Low
485,"Kaka, Turkmenistan",September,High,High,Low,High,Low,Low,High,High
215,"Gumdag, Turkmenistan",October,Low,Low,High,Low,High,Low,Low,Low
365,"Magdanly, Turkmenistan",November,High,High,Low,High,Low,Low,High,High
412,"Saýat, Turkmenistan",December,Low,Low,High,Low,High,Low,Low,Low
365,"Ahvaz, Iran",January,Low,Low,High,Low,High,Low,Low,Low
412,"Isfahan, Iran",February,High,High,Low,High,Low,High,High,High
325,"Karaj, Iran",March,Low,Low,High,Low,High,Low,Low,Low
215,"Mashhad, Iran",April,High,High,Low,High,Low,Low,High,High
485,"Shiraz, Iran",May,Low,Low,High,Low,High,High,Low,Low
215,"Tabriz, Iran",June,High,High,Low,High,Low,Low,High,High
365,"Tehran, Iran",July,Low,Low,High,Low,High,High,Low,Low
412,"Qom, Iran",August,High,High,Low,High,Low,Low,High,High
325,"Kermanshah, Iran",September,Low,Low,High,Low,High,Low,Low,Low
215,"Urmia, Iran",October,High,High,Low,High,Low,High,High,High
485,"Yazd, Iran",November,Low,Low,High,Low,High,Low,Low,Low
215,"Bandar Abbas, Iran",December,High,High,Low,High,Low,Low,High,High
365,"Baghdad, Iraq",January,Low,Low,High,Low,High,Low,Low,Low
412,"Basra, Iraq",February,High,High,Low,High,Low,High,High,High
325,"Erbil, Iraq",March,Low,Low,High,Low,High,Low,Low,Low
215,"Mosul, Iraq",April,High,High,Low,High,Low,Low,High,High
485,"Kirkuk, Iraq",May,Low,Low,High,Low,High,High,Low,Low
215,"Sulaymaniyah, Iraq",June,High,High,Low,High,Low,Low,High,High
365,"Najaf, Iraq",July,Low,Low,High,Low,High,Low,Low,Low
412,"Karbala, Iraq",August,High,High,Low,High,Low,High,High,High
325,"Amman, Jordan",September,Low,Low,High,Low,High,Low,Low,Low
215,"Zarqa, Jordan",October,High,High,Low,High,Low,High,High,High
485,"Irbid, Jordan",November,Low,Low,High,Low,High,Low,Low,Low
215,"Aqaba, Jordan",December,High,High,Low,High,Low,Low,High,High
365,"Kuwait City, Kuwait",January,Low,Low,High,Low,High,Low,Low,Low
412,"Farwaniya, Kuwait",February,High,High,Low,High,Low,High,High,High
325,"Al Jahra, Kuwait",March,Low,Low,High,Low,High,Low,Low,Low
215,"Hawalli, Kuwait",April,High,High,Low,High,Low,Low,High,High
485,"Mubarak Al-Kabeer, Kuwait",May,Low,Low,High,Low,High,High,Low,Low
215,"Al Ahmadi, Kuwait",June,High,High,Low,High,Low,Low,High,High
365,"Al Farwaniyah, Kuwait",July,Low,Low,High,Low,High,Low,Low,Low
412,"Al Fintas, Kuwait",August,High,High,Low,High,Low,High,High,High
325,"Al Fahahil, Kuwait",September,Low,Low,High,Low,High,Low,Low,Low
215,"Al Manqaf, Kuwait",October,High,High,Low,High,Low,Low,High,High
485,"Ar Rabiyah, Kuwait",November,Low,Low,High,Low,High,Low,Low,Low
215,"Sabah as Salim, Kuwait",December,High,High,Low,High,Low,Low,High,High
365,"Beirut, Lebanon",January,Low,Low,High,Low,High,Low,Low,Low
412,"Tripoli, Lebanon",February,High,High,Low,High,Low,High,High,High
325,"Sidon, Lebanon",March,Low,Low,High,Low,High,Low,Low,Low
215,"Tyre, Lebanon",April,High,High,Low,High,Low,Low,High,High
485,"Jounieh, Lebanon",May,Low,Low,High,Low,High,High,Low,Low
215,"Zahle, Lebanon",June,High,High,Low,High,Low,Low,High,High
365,"Batroun, Lebanon",July,Low,Low,High,Low,High,Low,Low,Low
412,"Jbail, Lebanon",August,High,High,Low,High,Low,High,High,High
325,"Baalbek, Lebanon",September,Low,Low,High,Low,High,Low,Low,Low
215,"Hermel, Lebanon",October,High,High,Low,High,Low,Low,High,High
485,"Nabatieh, Lebanon",November,Low,Low,High,Low,High,Low,Low,Low
215,"Rayak, Lebanon",December,High,High,Low,High,Low,Low,High,High
365,"Doha, Qatar",January,Low,Low,High,Low,High,Low,Low,Low
412,"Al Rayyan, Qatar",February,High,High,Low,High,Low,High,High,High
325,"Umm Salal Muhammad, Qatar",March,Low,Low,High,Low,High,Low,Low,Low
215,"Al Wakrah, Qatar",April,High,High,Low,High,Low,Low,High,High
485,"Mesaieed, Qatar",May,Low,Low,High,Low,High,High,Low,Low
215,"Al Khor, Qatar",June,High,High,Low,High,Low,Low,High,High
365,"Ar Rayyan, Qatar",July,Low,Low,High,Low,High,Low,Low,Low
412,"Al Khawr, Qatar",August,High,High,Low,High,Low,High,High,High
325,"Al Wukayr, Qatar",September,Low,Low,High,Low,High,Low,Low,Low
215,"Al Ghuwayriyah, Qatar",October,High,High,Low,High,Low,Low,High,High
485,"Madinat ash Shamal, Qatar",November,Low,Low,High,Low,High,Low,Low,Low
215,"Al Ruwais, Qatar",December,High,High,Low,High,Low,Low,High,High
365,"Muscat, Oman",January,Low,Low,High,Low,High,Low,Low,Low
412,"Seeb, Oman",February,High,High,Low,High,Low,High,High,High
325,"Salalah, Oman",March,Low,Low,High,Low,High,Low,Low,Low
215,"Bawshar, Oman",April,High,High,Low,High,Low,Low,High,High
485,"Sohar, Oman",May,Low,Low,High,Low,High,High,Low,Low
215,"Sur, Oman",June,High,High,Low,High,Low,Low,High,High
365,"Rustaq, Oman",July,Low,Low,High,Low,High,Low,Low,Low
412,"Nizwa, Oman",August,High,High,Low,High,Low,High,High,High
325,"Ibri, Oman",September,Low,Low,High,Low,High,Low,Low,Low
215,"Ibra, Oman",October,High,High,Low,High,Low,Low,High,High
485,"Khasab, Oman",November,Low,Low,High,Low,High,Low,Low,Low
215,"Bahla, Oman",December,High,High,Low,High,Low,Low,High,High
365,"Kuala Lumpur, Malaysia",January,Low,Low,High,Low,High,Low,Low,Low
412,"George Town, Malaysia",February,High,High,Low,High,Low,High,High,High
325,"Ipoh, Malaysia",March,Low,Low,High,Low,High,Low,Low,Low
215,"Kuching, Malaysia",April,High,High,Low,High,Low,Low,High,High
485,"Johor Bahru, Malaysia",May,Low,Low,High,Low,High,High,Low,Low
215,"Kota Kinabalu, Malaysia",June,High,High,Low,High,Low,Low,High,High
365,"Shah Alam, Malaysia",July,Low,Low,High,Low,High,Low,Low,Low
412,"Melaka City, Malaysia",August,High,High,Low,High,Low,High,High,High
325,"Alor Setar, Malaysia",September,Low,Low,High,Low,High,Low,Low,Low
215,"Kuala Terengganu, Malaysia",October,High,High,Low,High,Low,Low,High,High
485,"Seremban, Malaysia",November,Low,Low,High,Low,High,Low,Low,Low
215,"Kangar, Malaysia",December,High,High,Low,High,Low,Low,High,High
365,"Dhaka, Bangladesh",January,Low,Low,High,Low,High,Low,Low,Low
412,"Chittagong, Bangladesh",February,High,High,Low,High,Low,High,High,High
325,"Khulna, Bangladesh",March,Low,Low,High,Low,High,Low,Low,Low
215,"Rajshahi, Bangladesh",April,High,High,Low,High,Low,Low,High,High
485,"Sylhet, Bangladesh",May,Low,Low,High,Low,High,High,Low,Low
215,"Barisal, Bangladesh",June,High,High,Low,High,Low,Low,High,High
365,"Comilla, Bangladesh",July,Low,Low,High,Low,High,Low,Low,Low
412,"Narayanganj, Bangladesh",August,High,High,Low,High,Low,High,High,High
325,"Gazipur, Bangladesh",September,Low,Low,High,Low,High,Low,Low,Low
215,"Mymensingh, Bangladesh",October,High,High,Low,High,Low,Low,High,High
485,"Narsingdi, Bangladesh",November,Low,Low,High,Low,High,Low,Low,Low
215,"Cox's Bazar, Bangladesh",December,High,High,Low,High,Low,Low,High,High
365,"Manila, Philippines",January,Low,Low,High,Low,High,Low,Low,Low
412,"Quezon City, Philippines",February,High,High,Low,High,Low,High,High,High
325,"Davao City, Philippines",March,Low,Low,High,Low,High,Low,Low,Low
215,"Caloocan, Philippines",April,High,High,Low,High,Low,Low,High,High
485,"Cebu City, Philippines",May,Low,Low,High,Low,High,High,Low,Low
215,"Zamboanga City, Philippines",June,High,High,Low,High,Low,Low,High,High
365,"Taguig, Philippines",July,Low,Low,High,Low,High,Low,Low,Low
412,"Antipolo, Philippines",August,High,High,Low,High,Low,High,High,High
325,"Pasig, Philippines",September,Low,Low,High,Low,High,Low,Low,Low
215,"Cagayan de Oro, Philippines",October,High,High,Low,High,Low,Low,High,High
485,"Paranaque, Philippines",November,Low,Low,High,Low,High,Low,Low,Low
215,"Dasmarinas, Philippines",December,High,High,Low,High,Low,Low,High,High
365,"Lahore, Pakistan",January,Low,Low,High,Low,High,Low,Low,Low
412,"Karachi, Pakistan",February,High,High,Low,High,Low,High,High,High
325,"Faisalabad, Pakistan",March,Low,Low,High,Low,High,Low,Low,Low
215,"Rawalpindi, Pakistan",April,High,High,Low,High,Low,Low,High,High
485,"Multan, Pakistan",May,Low,Low,High,Low,High,High,Low,Low
215,"Gujranwala, Pakistan",June,High,High,Low,High,Low,Low,High,High
365,"Peshawar, Pakistan",July,Low,Low,High,Low,High,Low,Low,Low
412,"Quetta, Pakistan",August,High,High,Low,High,Low,High,High,High
325,"Sargodha, Pakistan",September,Low,Low,High,Low,High,Low,Low,Low
215,"Islamabad, Pakistan",October,High,High,Low,High,Low,Low,High,High
485,"Bahawalpur, Pakistan",November,Low,Low,High,Low,High,Low,Low,Low
215,"Sialkot, Pakistan",December,High,High,Low,High,Low,Low,High,High
365,"Nairobi, Kenya",January,Low,Low,High,Low,High,Low,Low,Low
412,"Mombasa, Kenya",February,High,High,Low,High,Low,High,High,High
325,"Kisumu, Kenya",March,Low,Low,High,Low,High,Low,Low,Low
215,"Nakuru, Kenya",April,High,High,Low,High,Low,Low,High,High
485,"Eldoret, Kenya",May,Low,Low,High,Low,High,High,Low,Low
215,"Malindi, Kenya",June,High,High,Low,High,Low,Low,High,High
365,"Thika, Kenya",July,Low,Low,High,Low,High,Low,Low,Low
412,"Kitale, Kenya",August,High,High,Low,High,Low,High,High,High
325,"Garissa, Kenya",September,Low,Low,High,Low,High,Low,Low,Low
215,"Kakamega, Kenya",October,High,High,Low,High,Low,Low,High,High
485,"Bungoma, Kenya",November,Low,Low,High,Low,High,Low,Low,Low
215,"Machakos, Kenya",December,High,High,Low,High,Low,Low,High,High
365,"Kampala, Uganda",January,Low,Low,High,Low,High,Low,Low,Low
412,"Gulu, Uganda",February,High,High,Low,High,Low,High,High,High
